node,label,platform,node_type,city,in_degree,out_degree,betweenness,eigenvector,community
@benana100,@benana100,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@redbullillume,@redbullillume,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@chamillionaire,@chamillionaire,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@labaroudeuse_organisation,@labaroudeuse_organisation,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@transalpes,@transalpes,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@vince.raw,@vince.raw,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@revistatrailrun,@revistatrailrun,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@soniagm01,@soniagm01,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@lapirisilvia,@lapirisilvia,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@jelenmor,@jelenmor,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@tausteana,@tausteana,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@javilurbe,@javilurbe,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@physiolech,@physiolech,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@stephanthehatrunner,@stephanthehatrunner,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@eliannedve,@eliannedve,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@runtheworldsuse,@runtheworldsuse,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@johannesue,@johannesue,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@klausfengler,@klausfengler,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@thenorthface_trail,@thenorthface_trail,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@crosscamp_official,@crosscamp_official,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@kimischreiber,@kimischreiber,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@andi.1210,@andi.1210,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@redmondequine,@redmondequine,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@transalpine,@transalpine,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@leki.trailrunning,@leki.trailrunning,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@tim_rohrer,@tim_rohrer,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@lauf_toni_lauf,@lauf_toni_lauf,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@twopeaksendurance,@twopeaksendurance,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@stefanw642,@stefanw642,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@most4tler_raccoons,@most4tler_raccoons,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@city_trailrun,@city_trailrun,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@obstacable,@obstacable,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@gorewear,@gorewear,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@gian.ms,@gian.ms,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@tobi__sch_,@tobi__sch_,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ramon.hoefler,@ramon.hoefler,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@jon_sport_alpin,@jon_sport_alpin,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@riedererremo,@riedererremo,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@scrlgallery,@scrlgallery,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@sagecanaday,@sagecanaday,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@luisalbertohernando,@luisalbertohernando,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@xavierthevenard,@xavierthevenard,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@der_yeti,@der_yeti,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@trailrunning.bettina,@trailrunning.bettina,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@markschrader20,@markschrader20,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@rusty.pipes.garage.,@rusty.pipes.garage.,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@pantelis_exhaust,@pantelis_exhaust,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@troxo_net,@troxo_net,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@bike_therapy_patras.,@bike_therapy_patras.,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@dinospanag.,@dinospanag.,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@anakee_adventure,@anakee_adventure,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@dukydi,@dukydi,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@v_brations,@v_brations,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@clara_cto,@clara_cto,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@adventure_by_boano,@adventure_by_boano,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@jonaroggi,@jonaroggi,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@yobertod,@yobertod,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ventademotosarg,@ventademotosarg,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@slowrideradv,@slowrideradv,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@xplorenation.indonesia,@xplorenation.indonesia,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@masblack99,@masblack99,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@brunogabi_,@brunogabi_,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@mpa_nik,@mpa_nik,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@victor_ornelas_,@victor_ornelas_,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@filipefuentes,@filipefuentes,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@bruromeira,@bruromeira,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@luan_da_transalp,@luan_da_transalp,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@jigargangar,@jigargangar,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@52degres_sud,@52degres_sud,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@guilemluciano,@guilemluciano,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@silvanecristinaalff,@silvanecristinaalff,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@rotabikerpenhasco21,@rotabikerpenhasco21,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@rota_biker,@rota_biker,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@josirosar,@josirosar,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@leonardofsnascimento,@leonardofsnascimento,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@bhenois_244,@bhenois_244,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@bh_famosinhos_bh,@bh_famosinhos_bh,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@244eoqueliga,@244eoqueliga,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@amantesdograu244,@amantesdograu244,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@osascorte,@osascorte,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@familiachorei244,@familiachorei244,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@grauecortebr,@grauecortebr,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@m.d.e.244,@m.d.e.244,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@uniao1000grau,@uniao1000grau,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@graudasquebradasoficial,@graudasquebradasoficial,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@graueartesp,@graueartesp,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@grau_de_,@grau_de_,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@sasi._ferrara,@sasi._ferrara,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ivanweber001,@ivanweber001,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@vvgly_apexgod,@vvgly_apexgod,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@anca_ancu90,@anca_ancu90,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@romania,@romania,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@supvamavechehouse,@supvamavechehouse,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@milenaparaschiv,@milenaparaschiv,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@jnepenii,@jnepenii,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@snowrippers,@snowrippers,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@bourkey888,@bourkey888,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@jobourkemart,@jobourkemart,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@icebugofficial,@icebugofficial,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@happyvegansverige,@happyvegansverige,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@fiedlermoni,@fiedlermoni,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@fiedleracing,@fiedleracing,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@dynafitger,@dynafitger,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@luca_vidali.,@luca_vidali.,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@kaiuwestoye,@kaiuwestoye,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@compressportdk,@compressportdk,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@brooksrunningdk,@brooksrunningdk,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ryderseyewearnordic,@ryderseyewearnordic,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@suunto_danmark,@suunto_danmark,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@dmz_trail_run,@dmz_trail_run,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@chriology,@chriology,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@rudyprojectkr,@rudyprojectkr,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@onkorea_ambassador,@onkorea_ambassador,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@lekikorea,@lekikorea,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@biosteelkorea,@biosteelkorea,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@karriegregson,@karriegregson,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@nohensen71,@nohensen71,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ultrasportsnutrition,@ultrasportsnutrition,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@mynextfinish,@mynextfinish,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@laufen.de,@laufen.de,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@larasch.de,@larasch.de,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@neverstopberlin,@neverstopberlin,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@mashutca.fit,@mashutca.fit,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@bikenationmagazine,@bikenationmagazine,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@biker_life_,@biker_life_,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@adv_syndicate,@adv_syndicate,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@christinasautner,@christinasautner,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@skimoholic,@skimoholic,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@flying_razna,@flying_razna,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@kathatrina_,@kathatrina_,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@flobro_tri,@flobro_tri,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@bluete_run.,@bluete_run.,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@zagorirace,@zagorirace,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@nikoskosto,@nikoskosto,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@optika_karmen,@optika_karmen,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@kourkourikistraining,@kourkourikistraining,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@renault_greece,@renault_greece,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@hammernutritiongr,@hammernutritiongr,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@veko_group,@veko_group,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ostraconmed,@ostraconmed,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@therunnersprojecteam,@therunnersprojecteam,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@salomon,@salomon,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@szasza1975,@szasza1975,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@nedybali,@nedybali,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@lorinczoliver,@lorinczoliver,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@pegasustheband,@pegasustheband,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@jrzsrf,@jrzsrf,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@rocktape,@rocktape,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@spitzner_from_germany,@spitzner_from_germany,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@blackroll,@blackroll,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@mari.ze,@mari.ze,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@julia_sunny_summit,@julia_sunny_summit,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@fraennieee,@fraennieee,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@decathlon_basel,@decathlon_basel,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@kalenji_trail,@kalenji_trail,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@karryyy88,@karryyy88,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@theresa_gsch,@theresa_gsch,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@schwarzach_trail_fredl,@schwarzach_trail_fredl,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@raphi.wfr,@raphi.wfr,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@leki.ski.outdoor,@leki.ski.outdoor,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@runpia1,@runpia1,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@redoe_cf,@redoe_cf,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@larkcafebrno,@larkcafebrno,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@lindabeniacova,@lindabeniacova,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@martinadvorakova222,@martinadvorakova222,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@photo.juroko,@photo.juroko,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@mountainshophoerhager,@mountainshophoerhager,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@syltlauf,@syltlauf,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@running_c_h_r_i_s,@running_c_h_r_i_s,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@julyley_run,@julyley_run,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@maurognl,@maurognl,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@safety.rider,@safety.rider,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@nxfalcon400ofc,@nxfalcon400ofc,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@Yamaha660umsonho,@Yamaha660umsonho,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@Talda660,@Talda660,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@Twister.018,@Twister.018,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@fluxo.018,@fluxo.018,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@falcon_cb,@falcon_cb,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@adorno_da700,@adorno_da700,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@katiacopertino,@katiacopertino,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@duque_victor66,@duque_victor66,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@der_balle,@der_balle,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@darior_italia,@darior_italia,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@matteo_cocco0690,@matteo_cocco0690,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@k.im_a_biker,@k.im_a_biker,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@martinaquarto4,@martinaquarto4,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@honda_januaservice,@honda_januaservice,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@stetsonusa,@stetsonusa,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@easyblock_official,@easyblock_official,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@purmotors_filters,@purmotors_filters,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@braianmf15,@braianmf15,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@malgalessinia,@malgalessinia,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@fanpi,@fanpi,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@autofin.cl,@autofin.cl,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@damian_camacho,@damian_camacho,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@tirobiker,@tirobiker,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@hyperpro_official,@hyperpro_official,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@wink_graphics,@wink_graphics,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@nicola_venturini,@nicola_venturini,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@gpmucci,@gpmucci,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@lorelai_5,@lorelai_5,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@eugenwbr,@eugenwbr,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@adventurist_de,@adventurist_de,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@bunnyhoponpp,@bunnyhoponpp,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@rideonwithfriends,@rideonwithfriends,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@louise_tobisch,@louise_tobisch,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@cashmere_racer,@cashmere_racer,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@nic_s_0877,@nic_s_0877,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@jenskuck,@jenskuck,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@amyleephotography85,@amyleephotography85,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ruggedframes,@ruggedframes,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@klingelchenontour,@klingelchenontour,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@casalestradeiro_moto,@casalestradeiro_moto,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@salcamotosltda,@salcamotosltda,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@hpcorse,@hpcorse,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@sestamarcia_racing_parts,@sestamarcia_racing_parts,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@lskelectronics,@lskelectronics,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@mgbiketec,@mgbiketec,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ark265_evenimente,@ark265_evenimente,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@deuterfrance,@deuterfrance,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@airoh_o,@airoh_o,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@blackwidowexhausts,@blackwidowexhausts,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@mountainjourneysnz,@mountainjourneysnz,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@podlodowskipiotr,@podlodowskipiotr,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ricardograu_,@ricardograu_,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@lincondetona_oficial,@lincondetona_oficial,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@dan.gs_,@dan.gs_,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@danielzinhograu,@danielzinhograu,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@eronfelix_,@eronfelix_,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@vinicius_d_xaava,@vinicius_d_xaava,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@laranjinha_013,@laranjinha_013,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@cottsluisantonio,@cottsluisantonio,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@aldeanco,@aldeanco,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@campers4x4,@campers4x4,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@klodovicus,@klodovicus,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@tourtransalp,@tourtransalp,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@keegopioneers,@keegopioneers,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@graudichava_309,@graudichava_309,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ernestocortijophoto,@ernestocortijophoto,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@sdiberica,@sdiberica,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@kriegaespana,@kriegaespana,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@le_studio_de_blyes,@le_studio_de_blyes,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@hysteria_tattoo,@hysteria_tattoo,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@picadventure,@picadventure,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@atelier_jl_baudouin,@atelier_jl_baudouin,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@alainaffleloumeximieux,@alainaffleloumeximieux,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@classic_red_offroad,@classic_red_offroad,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@3as_racing,@3as_racing,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@motoalternativo,@motoalternativo,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@rvn1337,@rvn1337,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@skjernmc.dk,@skjernmc.dk,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@hondamc.dk,@hondamc.dk,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@refugedelaval,@refugedelaval,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@lem_milgrau,@lem_milgrau,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@DoGrau46_Oficial,@DoGrau46_Oficial,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@tumultua_no_corte,@tumultua_no_corte,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@c.vmototecnica,@c.vmototecnica,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@joaobatistaferreira.n,@joaobatistaferreira.n,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@moliterni.motos,@moliterni.motos,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@robrugrauu_,@robrugrauu_,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@sir.mur,@sir.mur,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@dave_rilla,@dave_rilla,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@matteocollatel,@matteocollatel,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ignoreatyourperil,@ignoreatyourperil,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ymclondon,@ymclondon,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@canopy_menswear,@canopy_menswear,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@tallaeyewear,@tallaeyewear,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@originalcasuals,@originalcasuals,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@smooveturrell,@smooveturrell,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@brendan_jockey_wyatt,@brendan_jockey_wyatt,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@liverpoolsupportersbarpatong,@liverpoolsupportersbarpatong,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@infobae,@infobae,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@infobaeespana,@infobaeespana,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@mic_italia,@mic_italia,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@poliziadistato,@poliziadistato,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@marinamilitareofficial,@marinamilitareofficial,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@thiago6,@thiago6,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@kaidegordon10,@kaidegordon10,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@powerhouse_satelite,@powerhouse_satelite,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@sanches__igor,@sanches__igor,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@motodhomme,@motodhomme,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@brooap,@brooap,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@followshorty,@followshorty,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@valerie_allosio,@valerie_allosio,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ines_alla,@ines_alla,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@lionelbeylot,@lionelbeylot,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@gregory_mallet,@gregory_mallet,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@cam_lacourt_off,@cam_lacourt_off,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@ducati_marseille,@ducati_marseille,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@totheland.studio,@totheland.studio,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@bland.in.ride.on,@bland.in.ride.on,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@melodie.coignard,@melodie.coignard,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@salondu2roueslyon,@salondu2roueslyon,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@lechappeeonwheels,@lechappeeonwheels,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@rally.pov,@rally.pov,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@whip.live,@whip.live,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@tuscany_mototours,@tuscany_mototours,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@italia_raccontata_in_foto,@italia_raccontata_in_foto,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@por_el_mundo_en_moto,@por_el_mundo_en_moto,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@walterr_lopes68,@walterr_lopes68,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
@nelk_a,@nelk_a,instagram,ig_user,,1.0,0.0,0.0,0.0,-1
